Body type,Make,Model,Build Year,Generation,Power (in KW),Cylinder capacity,Odometer (km),Fuel,Gearbox,Seats,Upholstery,Doors,Car data from VIN,Minimum bid,Reserve Price,Buy it NOW,PRICE,SEK,Auction ends in,Time,Date,Auction end time,Auto1.com link,AUTO24 Price,Potential,Equipment from auto24,Displacement on auto24.ee listing,Body type on auto24.ee,Age of auto24.ee listing,Auto24.ee link,Auto24 search,page
limo,Volkswagen,Golf VII 2.0 TDI,2013,2013 - 2017,110,"1,968",175919,diesel,duplex,5,Cloth,5,"Park-Distance-Control (AV et AR),
Téléphone portable interface Comfort,
Direction assistée à commande électronique (Servotronic),
Airbag conducteur et passager,
Airbag coté passager désactivable,
Airbag genou conducteur,
Airbag lat AV,
Système d'airbag crânien AV et AR comprenant Airbag lat AV,
Module de navigation Discover Media (pour Système audio),
filtre à particules (FAP),
Climatisation Climatronic 2 zones,
Système d\'antiblocage de frein (ABS),
Système d'assistance de conduite: Auto régulation de distance (ACC) et système de détection d'obstacles (Front assist),
afficheur multifonctions / Ordinateur de bord,
Antidémarrage (électronique),
blocage de différentiel (Train AV),
blocage de différentiel électron. (EDS),
blocage de différentiel électron. (XDS),
Contrôle dynamique de stabilité (ESP),
Lève-vitre électrique AV + AR,
Système audio Composition Media (lecteur MP3, Radio/lecteur CD, Bluetooth)",8482,0,9004,9004,,23:9:20,18:31,12/10/2023,17:40 13/10/2023,https://www.auto1.com/en/app/merchant/car/WM96301,8700,-304,"8x airbag,
ABS brakes,
anti-theft alarm system (with tow-away protection, with interior motion sensor, two way communication),
auto-hold brakes,
braking force regulator,
central locking (with remote control),
electric handbrake,
front passenger airbag isolation,
immobilizer,
ISOFIX child seat preparation (on front seat, on rear seat),
power steering (speed-proportional),
rain sensor,
seatbelt pre-tighteners on front seats,
side curtain airbags,
stability control,
third brake light,
traction control,
2x mirrors in sunshields (enlighted),
4x power windows,
automatic anti-dazzle mirrors (inner, outer),
cruise control,
electrically adjustable mirrors (heated mirrors),
keyless entry,
keyless start,
parking aid (front, rear),
parking camera,
spot lights,
tinted windows,
2x seat heating,
cargo mat,
half-leather padding,
interior mats (velour),
leather-coated hand brake handle,
leather shift lever,
leather steering wheel,
multifunctional steering wheel,
pockets on backside of the front seats,
seats with massage function (on driver's seat),
steering wheel adjustment (height and depth),
car stereo (CD, MP3, with memory card interface),
hands free,
navigation system (with map),
onboard computer,
screen (in front),
speakers,
light alloy wheels (),
summer tires,
tire pressure monitoring system,
adaptive lights,
fog lights (front, rear, cornering light function),
headlight range adjustment,
special light switch-dim-dip-light,
Xenon headlight (low beam, high beam),
ASSYST,
cargo attachment hooks,
luggage cover,
outside temperature display,
rear window cleaner,
rear window heating,
roof railings,
start-stop system",1.6,touring,,https://eng.auto24.ee/vehicles/3850411,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=8&bw=2&f1=2013&f2=2017&i[]=2&h[]=2&m[0]=5&d1=5&d2=5,2
cabrio,Volkswagen,Beetle 1.2 TSI,2018,2016 - 2019,77,"1,197",26977,petrol,manual,4,Cloth,2,"Bi-Xenon-Scheinwerfer,
Sitzheizung vorn,
Einparkhilfe vorn und hinten,
Servolenkung elektronisch gesteuert (Servotronic),
Vorrüstung Mobiltelefon/Handy mit Bluetooth-Schnittstelle,
Airbag Beifahrerseite abschaltbar,
Airbag Fahrer-/Beifahrerseite,
Seitenairbag vorn mit Kopf-Airbag-Einheit,
Komfort-Paket inkl. Klimaautomatik,
Klimaanlage Climatronic 2-Zonen,
Windschott,
Fensterheber elektrisch,
Anti-Blockier-System (ABS),
Elektron. Differentialsperre (EDS),
Elektron. Stabilitäts-Programm (ESP),
Multifunktionsanzeige Plus,
Audiosystem Composition Media (Touchscreen, Radio/CD-Player, MP3, Bluetooth),
Multimedia-Schnittstelle USB (iPhone / iPod) mit AUX-IN,
Multimediabuchse AUX-IN,
Multimedia-Schnittstelle USB (iPhone / iPod),
Wegfahrsperre (elektronisch)",14690,0,0,14690,,23:13:58,18:31,12/10/2023,17:45 14/10/2023,https://www.auto1.com/en/app/merchant/car/EY98258,0,-14690,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=8&bw=769&f1=2016&f2=2019&j[]=6&i[]=1&h[]=1&m[0]=2&d1=4&d2=4,2
suv,Kia,Sportage 1.6 GDI,2011,2011 - None,99,"1,591",169589,petrol,manual,5,Cloth,5,"Ayuda aparcamiento detrás,
Dispositivo manos libres Bluetooth,
Dirección asistida,
Airbag conductor/acompañante,
Climatizador automático,
Sistema de audio: Radio con Lector de CD,
Ordenador de a bordo,
Elevalunas eléctric. delante + detrás,
Inmovilizador,
Sistema antibloqueo (ABS),
Programa electrónico de estabilidad (ESP / ESC)",5914,5914,4980,5914,,22:43:5,18:31,12/10/2023,17:14 13/10/2023,https://www.auto1.com/en/app/merchant/car/WG31205,7500,1586,"ABS brakes,
airbag,
anti-theft alarm system,
braking force regulator,
central locking (with remote control),
front passenger airbag isolation,
head restraints (front, rear),
immobilizer,
ISOFIX child seat preparation,
mountain brake,
power steering,
rain sensor,
seatbelt pre-tighteners on front seats,
stability control,
third brake light,
traction control,
automatic anti-dazzle mirrors (inner),
climate control,
cruise control,
electrically adjustable mirrors (heated mirrors, folding),
parking aid (front, rear),
power windows,
spot lights,
4x seat heating,
cup holders (in the front, in the back),
down folding back rest,
front armrest,
interior mats (textile),
leather-coated hand brake handle,
leather shift lever,
leather steering wheel,
multifunctional steering wheel,
rear armrest,
steering wheel adjustment,
textile upholstery,
hands free,
onboard computer,
light alloy wheels (17, originaal),
spare wheel,
summer tires,
tire pressure monitoring system,
adaptive lights,
fog lights (front, rear, cornering light function),
headlight range adjustment,
headlight washers,
LED (daytime running lights),
rear window heating",2.0,touring,,https://eng.auto24.ee/vehicles/3951515,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=25&bw=109&f1=2011&f2=None&i[]=1&h[]=1&m[0]=5&d1=5&d2=5,2
limo,Renault,Clio 1.5 dCi Energy,2014,2014 - None,66,"1,461",178484,diesel,manual,5,Cloth,5,"aide au stationnement AR,
téléphonie mains libres Bluetooth,
Direction assistée asservie à la vitesse,
airbag antisoumarinage à l'AR,
Airbag conducteur et passager,
Airbag coté passager désactivable,
Airbag lat AV,
Système audio et navigation avec Ecran tactile couleur (Media Nav),
Climatisation,
Climatisation automatique,
filtre à particules (FAP),
Système d'antiblocage de frein (ABS),
Connexion USB comprenant connexion AUX-IN (Plug & Music),
Ordinateur de bord,
Lève-vitre élect. avec Générateur d'impulsions gauche AV,
Lève-vitre électrique AR,
Contrôle dynamique de stabilité (ESP),
Antidémarrage",4116,3815,0,4116,,22:31:42,18:31,12/10/2023,17:03 13/10/2023,https://www.auto1.com/en/app/merchant/car/TX15649,4699,583,"ABS brakes,
active hood system,
airbag,
anti-theft alarm system (with tow-away protection),
braking force regulator,
central locking (with remote control),
front passenger airbag isolation,
immobilizer,
ISOFIX child seat preparation,
power steering,
rain sensor,
side curtain airbags,
third brake light,
traction control,
air conditioner,
cruise control,
inside illuminated doors,
keyless entry,
keyless start,
mirrors in sunshields,
spot lights,
tinted windows,
adjustable seat height,
fine laths inside saloon,
interior mats (textile),
multifunctional steering wheel,
textile upholstery,
car stereo (CD, MP3, original),
speakers,
stereo amplifier,
light alloy wheels,
summer tires,
winter tires,
adaptive lights,
fog lights (front, rear),
headlight range adjustment,
headlight washers,
special light switch-dim-dip-light,
12v power outlet,
ASSYST,
cargo attachment hooks,
fire extinguisher,
luggage cover,
luggage net,
outside temperature display,
rear window cleaner,
rear window heating,
tire repair kit,
windshield washer defrost",1.5,hatchback,,https://eng.auto24.ee/vehicles/3891890,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=19&bw=187&f1=2014&f2=None&i[]=1&h[]=2&m[0]=5&d1=5&d2=5,2
limo,Renault,Clio 1.2,2009,2009 - 2013,43,"1,149",210691,petrol,manual,5,Cloth,5,"Servolenkung,
Airbag Fahrer-/Beifahrerseite,
Airbag Fahrerseite,
Airbag Beifahrerseite,
Seitenairbag vorn,
Anti-Blockier-System (ABS),
Fensterheber elektr. mit Impulsgeber links vorn,
Fensterheber elektrisch vorn,
Radio CD",800,0,0,800,,22:48:45,18:31,12/10/2023,17:20 13/10/2023,https://www.auto1.com/en/app/merchant/car/KP03853,1990,1190,"ABS brakes,
airbag,
anti-theft alarm system,
central locking (with remote control),
immobilizer,
ISOFIX child seat preparation,
power steering,
seatbelt pre-tighteners on front seats,
third brake light,
traction control,
air conditioner,
electrically adjustable mirrors,
mirrors in sunshields,
parking aid (rear),
spot lights,
sunroof,
down folding back rest,
interior mats,
multifunctional steering wheel,
steering wheel adjustment,
textile upholstery,
car stereo (CD, MP3, original),
onboard computer,
speakers,
light alloy wheels,
summer tires,
comes with the carplekkvelgedel winter tires (all season tires, spike tires)dust shields,
plekkvelgedel winter tires (all season tires, spike tires),
dust shields,
fog lights,
headlight range adjustment,
12v power outlet,
luggage cover,
outside temperature display,
rear window cleaner,
rear window heating,
roof railings",1.2,touring,,https://eng.auto24.ee/vehicles/3942552,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=19&bw=187&f1=2009&f2=2013&i[]=1&h[]=1&m[0]=5&d1=5&d2=5,2
van,Citroen,Berlingo 1.5 Blue-HDi,2019,2019 - None,75,"1,499",114338,diesel,manual,5,Cloth,5,"Sistema de audio y navegación: Radio digital DAB, Connecting-Box, pantalla táctil,
Airbag acompañante,
Climatizador automático,
Sistema de audio: Radio con Lector de CD incl. reproductor MP3/WMA Radio digital DAB y DAB+ (Tri-Tuner),
Ordenador de a bordo,
Elevalunas eléctric. delante,
Sistema antibloqueo (ABS),
Programa electrónico de estabilidad (ESP)",13200,12986,0,13200,,22:36:19,18:31,12/10/2023,17:07 13/10/2023,https://www.auto1.com/en/app/merchant/car/WN71864,11400,-1800,"ABS brakes,
airbag,
anti-theft alarm system (with interior motion sensor),
braking force regulator,
central locking,
immobilizer,
ISOFIX child seat preparation,
mountain brake,
power steering,
rain sensor,
stability control,
third brake light,
traction control,
2x power windows,
cruise control,
electrically adjustable mirrors,
tinted windows,
steering wheel adjustment (height and depth),
textile upholstery,
car stereo (original),
onboard computer,
summer tires,
adaptive lights,
fog lights,
headlight range adjustment,
special light switch-dim-dip-light,
12v power outlet,
rear window cleaner,
rear window heating,
roof railings",1.6,minivan,,https://eng.auto24.ee/vehicles/3747513,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=20&bw=134&f1=2019&f2=None&i[]=1&h[]=2&m[0]=5&d1=5&d2=5,2
limo,Audi,A4 2.0 TDI,2016,2012 - 2016,110,"1,968",94769,diesel,manual,5,Cloth,4,"Faros Xenon Plus (Luz de cruce y carretera),
Ayuda aparcamiento detrás (APS),
Dirección asistida electromecánico,
Asientos deportivos delante,
Multi-Media-Interface MMI Navigation,
Airbag conductor/acompañante,
Airbag acompañante Desconectable,
Airbag lateral delante,
Sistema de airbag para la cabeza (Sideguard),
Climatizador confort 3 zonas,
Filtro partículas,
Sistema antibloqueo (ABS),
Sistema información conductor (FIS) con pantalla en color,
Multi-Media-Interface MMI basic Plus / MMI Radio Plus,
Inmovilizador (electrónico),
electrónico Control de estabilidad (ESC),
Programa electrónico de estabilidad (ESP),
Diferencial autoblocante electrónico (EDS)",14900,0,15569,15569,,22:54:25,18:31,12/10/2023,17:25 13/10/2023,https://www.auto1.com/en/app/merchant/car/GF85495,8999,-6570,"ABS brakes,
airbag,
anti-theft alarm system,
auto-hold brakes,
braking force regulator,
central locking (with remote control),
electric handbrake,
front passenger airbag isolation,
ISOFIX child seat preparation (on rear seat),
power steering,
seatbelt pre-tighteners on front seats,
stability control,
third brake light,
traction control,
2x mirrors in sunshields (enlighted),
4x power windows,
climate control,
cruise control,
electrically adjustable mirrors (heated mirrors),
inside illuminated doors,
spot lights,
tinted windows,
adjustable backrest shape (driver's seat, front passenger seat),
adjustable seat height (driver's seat, front passenger seat),
cup holders (in the front),
down folding back rest,
fine laths inside saloon,
front armrest (with compartment),
interior mats (textile, rubber),
leather shift lever,
leather steering wheel,
multifunctional steering wheel,
pockets on backside of the front seats,
steering wheel adjustment (height and depth),
textile upholstery,
car stereo (CD, with USB interface),
hands free,
onboard computer,
screen (in front),
speakers,
light alloy wheels,
spare wheel,
winter tires (all season tires),
fog lights (front, rear),
headlight range adjustment,
headlight washers,
special light switch-dim-dip-light,
Xenon headlight (low beam, high beam),
2x 12v power outlet,
ASSYST,
fire extinguisher,
mud flaps, front/rear,
outside temperature display,
rear window heating,
start-stop system,
tow hitch",2.0,sedan,,https://eng.auto24.ee/vehicles/3771271,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=2&bw=36&f1=2012&f2=2016&i[]=1&h[]=2&m[0]=4&d1=5&d2=5,2
combi,Honda,Civic 1.6 DTEC,2018,2018 - 2021,88,"1,597",95943,diesel,manual,5,Leather,5,"Calefacción del asiento delante,
Calefacción del asiento detrás,
Ayuda aparcamiento delante y detrás,
Instalación de manos libres Bluetooth,
Airbag conductor/acompañante,
Airbag lateral delante,
Sistema de airbag para la cabeza,
sistema de información Honda Connect con CD y MP3, Sistema de navegación y DAB Receptor de radio,
Climatizador automático 2-zonas,
Filtro partículas,
Programa electrónico de estabilidad (VSA),
Sistema antibloqueo (ABS),
Sistema de alarma,
Conector-USB,
Conector-multimedia (2 x USB / 1 x HDMI Entrada),
Smartphone Interfaz (Apple CarPlay & Android Auto),
Sistema información conductor,
Techo panorámico / Techo abatible (Cristal),
Inmovilizador,
Control de crucero (Tempomat) con Regulación de distancia ACC,
Elevalunas eléctric. delante + detrás",15406,15406,0,15406,,22:39:4,18:31,12/10/2023,17:10 13/10/2023,https://www.auto1.com/en/app/merchant/car/RZ93832,0,-15406,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=1&bw=160&f1=2018&f2=2021&i[]=1&h[]=2&m[0]=5&d1=5&d2=5&e[0]=59,2
suv,Jaguar,F-Pace 30d,2020,2015 - 2020,221,"2,993",66468,diesel,automatic,5,Leather,5,"Xenon-Scheinwerfer,
Sitzheizung vorn,
Einparkhilfe vorn und hinten,
Rear camera,
Servolenkung elektronisch gesteuert,
Navigationssystem Pro,
Airbag Fahrer-/Beifahrerseite,
Kopf-Airbag-System (Windowbag),
Seitenairbag vorn,
Klimaautomatik 2-Zonen,
Audiosystem: Meridian Sound-System (Farbdisplay, 825 Watt, 17 Lautsprecher, Subwoofer),
Bluetooth-Schnittstelle,
Audio Interface (Universal-Schnittstelle für iPod / AUX / USB / MP3),
Dual-View-Bildschirm mit Touchscreen,
Fahrassistenz-System: Adaptive Geschwindigkeitsregelanlage mit Verkehrszeichenerkennung,
Fensterheber elektrisch vorn + hinten,
Diebstahlschutz-System satellitengestützt (InControl Secure),
Wegfahrsperre (elektronisch),
Dynamische Stabilitätskontrolle (DSC),
Antriebsart: Allradantrieb",29140,0,0,29140,,23:23:29,18:31,12/10/2023,17:54 13/10/2023,https://www.auto1.com/en/app/merchant/car/GY87958,22800,-6340,"ABS brakes,
airbag,
anti-theft alarm system (with tow-away protection, with interior motion sensor),
automatic braking system,
Blind Spot Detection,
braking force regulator,
central locking (with remote control),
electric handbrake,
front passenger airbag isolation,
immobilizer,
ISOFIX child seat preparation (on rear seat),
lane assist,
power steering,
rain sensor,
seatbelt pre-tighteners on front seats,
stability control,
traction control,
traffic sign assist,
2x mirrors in sunshields (enlighted),
4x power windows,
automatic anti-dazzle mirrors (inner, outer),
climate control,
Coming-/Leaving-Home system,
cruise control,
electrically adjustable mirrors (heated mirrors, folding),
electrical tailgate opening system (remote),
engine pre-heating,
inside illuminated doors,
interior pre-heating,
keyless entry,
keyless start,
panorama glass roof,
parking aid (front, rear),
parking camera,
sliding load floor,
spot lights,
sunroof (glass, electric),
tinted windows,
virtual cockpit,
wireless charging,
2x electrically adjustable seats,
4x seat heating,
adjustable seat height,
black roof liner,
cargo mat,
cup holders (in the front, in the back),
down folding back rest,
front armrest (with compartment),
gear change from steering wheel,
heated steering wheel,
interior mats (rubber),
leather interior,
leather steering wheel,
multifunctional steering wheel,
pockets on backside of the front seats,
rear armrest,
steering wheel adjustment (height and depth),
car phone,
car stereo (CD, MP3, with USB interface, original),
hands free,
navigation system (with map, with voice recognition),
onboard computer,
screen (in front),
speakers,
stereo amplifier,
subwoofer,
light alloy wheels (R20),
summer tires,
comes with the carwinter tires (spike tires),
winter tires (spike tires),
fog lights (front, rear),
headlight washers,
LED (daytime running lights, rear lights, low beam, high beam),
lighting pack,
special light switch-dim-dip-light,
12v power outlet,
luggage cover,
outside temperature display,
rear window heating,
tow hitch (removable)",2.0,touring,,https://eng.auto24.ee/vehicles/3903263,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=36&bw=2380&f1=2015&f2=2020&i[]=2&h[]=2&m[0]=5&d1=5&d2=5&e[0]=59,2
suv,Renault,Captur 1.3 TCe,2021,2021 - None,103,"1,332",14122,petrol,duplex,5,Cloth,5,"Sitzheizung vorn,
Einparkhilfe hinten,
Servolenkung elektrisch,
Freisprecheinrichtung (Bluetooth) mit Sprachsteuerung,
Airbag Beifahrerseite abschaltbar,
Airbag Fahrer-/Beifahrerseite,
Kopf-Airbag-System vorn,
Seitenairbag hinten,
Seitenairbag vorn,
Multimedia-System Easy Link mit Navigationssystem (Touchscreen 9,3""),
Multimedia-System Easy Link mit Navigationssystem (Touchscreen 7""),
Klimaautomatik,
AUX-IN-Anschluss,
USB-Anschluss,
Anti-Blockier-System (ABS),
Elektron. Stabilitäts-Programm (ESP),
Fensterheber elektr. mit Impulsgeber links vorn",20953,20953,0,20953,,22:35:30,18:31,12/10/2023,17:06 14/10/2023,https://www.auto1.com/en/app/merchant/car/JC37269,21500,547,"ABS brakes,
airbag,
braking force regulator,
central locking,
electric handbrake,
ISOFIX child seat preparation (on front seat, on rear seat),
lane assist,
power steering,
rain sensor,
stability control,
third brake light,
traction control,
traffic sign assist,
automatic anti-dazzle mirrors,
climate control,
cruise control,
electrically adjustable mirrors (heated mirrors),
keyless entry,
keyless start,
parking aid (front, rear),
parking camera,
power windows,
virtual cockpit,
cargo mat,
cup holders,
down folding back rest,
front armrest (with compartment),
gear change from steering wheel,
heated steering wheel,
interior mats (rubber),
leather steering wheel,
multifunctional steering wheel,
pockets on backside of the front seats,
seat heating,
steering wheel adjustment (height and depth),
textile upholstery,
Android Auto,
Apple CarPlay,
car stereo (MP3, with USB interface, original),
hands free,
navigation system,
onboard computer,
screen (in front),
speakers,
light alloy wheels (17, Renault),
spare wheel,
summer tires,
tire pressure monitoring system,
comes with the carwinter tires (all season tires),
winter tires (all season tires),
fog lights (front, rear),
headlight range adjustment,
LED (daytime running lights, rear lights, low beam, high beam),
special light switch-dim-dip-light,
12v power outlet,
cargo attachment hooks,
electrically heated windshield,
luggage cover,
rear window cleaner,
rear window heating,
start-stop system,
tire repair kit,
soojendusega rool,
esiklaasi soojendus",1.3,hatchback,,https://eng.auto24.ee/vehicles/3936718,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=19&bw=2205&f1=2021&f2=None&i[]=2&h[]=1&m[0]=5&d1=5&d2=5,2
